city,month,temperature_celsius,humidity_percent,device_type,star_rating,usage_hours,energy_consumption_kwh
Mumbai,11,35.8,91.7,Ceiling Fan,4,14.2,1.3615
Mumbai,11,30.0,71.7,Ceiling Fan,1,15.8,2.2099
Mumbai,9,27.8,68.4,Desktop Computer,3,12.1,3.5184
Mumbai,9,28.6,78.3,Room Heater,2,4.7,11.5319
Mumbai,7,46.0,60.9,Air Conditioner,1,12.4,49.2548
Satara,2,21.4,30.4,LED TV,4,6.0,0.4453
Mumbai,1,25.2,67.5,Washing Machine,5,1.8,0.7315
Satara,7,47.6,83.7,Microwave Oven,2,12.4,20.959
Mumbai,8,29.8,92.5,Air Conditioner,3,10.8,27.9575
Satara,8,47.0,69.8,Air Conditioner,4,1.6,4.7404
Satara,5,29.6,57.0,Ceiling Fan,5,9.7,0.6294
Satara,8,26.0,77.9,Microwave Oven,1,1.2,1.9023
Satara,4,28.5,37.2,LED TV,4,2.0,0.1566
Satara,10,30.5,69.9,Microwave Oven,2,0.7,1.0511
Mumbai,5,32.5,82.0,Air Conditioner,4,3.3,7.8317
Mumbai,3,29.7,61.4,Air Conditioner,3,8.2,20.4025
Mumbai,6,29.3,80.8,LED TV,4,3.9,0.3265
Satara,5,31.9,51.3,Ceiling Fan,4,11.6,1.0067
Satara,12,23.5,38.5,Ceiling Fan,3,14.0,1.2642
Satara,5,29.2,55.2,Ceiling Fan,2,7.8,0.9136
Satara,9,25.8,79.7,Water Heater (Geyser),1,1.9,5.8695
Mumbai,10,30.7,86.7,LED TV,5,6.8,0.496
Mumbai,5,32.1,74.8,Microwave Oven,3,0.8,1.1349
Mumbai,12,35.3,54.1,Room Heater,4,18.2,39.0533
Satara,10,30.9,56.7,LED TV,5,2.7,0.1952
Mumbai,10,28.8,82.6,Microwave Oven,2,1.4,2.1127
Satara,12,24.1,53.4,Washing Machine,1,1.7,1.1848
Mumbai,4,29.3,64.3,LED TV,5,4.6,0.3355
Satara,12,20.2,57.9,Refrigerator,5,21.0,2.6406
Satara,9,26.8,88.8,Room Heater,1,4.8,12.663
Mumbai,3,29.7,65.1,Iron,5,0.7,0.6856
Mumbai,8,28.9,86.2,Water Heater (Geyser),4,0.7,1.6855
Mumbai,8,25.7,89.1,LED TV,1,9.5,1.0422
Mumbai,8,30.1,84.9,LED TV,3,6.5,0.602
Satara,10,25.1,49.8,Desktop Computer,4,16.2,3.946
Satara,6,27.9,82.7,Refrigerator,2,23.4,5.6205
Satara,6,23.0,74.6,Refrigerator,3,20.6,3.8869
Satara,10,26.9,68.6,Ceiling Fan,2,11.9,1.3567
Mumbai,11,28.1,71.6,Water Heater (Geyser),2,0.7,1.9761
Mumbai,7,12.8,30.0,Desktop Computer,5,18.0,3.407
Mumbai,8,37.8,52.6,LED TV,3,17.2,1.5673
Satara,1,47.5,54.2,LED TV,4,19.0,1.6394
Satara,3,24.2,25.5,Desktop Computer,5,5.2,1.0622
Satara,2,21.0,40.1,Microwave Oven,3,0.8,1.0039
Mumbai,9,36.4,19.8,Iron,2,19.7,22.0479
Mumbai,9,27.5,85.3,Refrigerator,5,20.3,2.9586
Satara,3,29.5,36.6,Room Heater,4,4.3,8.3688
Mumbai,9,31.0,83.1,LED TV,1,3.9,0.4334
Satara,3,30.4,49.9,Ceiling Fan,4,11.0,0.9009
Mumbai,11,32.4,74.7,Washing Machine,2,1.7,1.1494
Mumbai,10,31.9,85.4,LED TV,4,2.9,0.2426
Mumbai,6,30.3,88.5,Ceiling Fan,3,4.9,0.5202
Satara,1,26.0,34.4,Microwave Oven,2,0.8,1.1084
Mumbai,6,32.9,82.5,Air Conditioner,4,8.4,20.2237
Mumbai,4,30.1,62.0,Air Conditioner,2,5.4,15.3214
Mumbai,9,29.0,85.4,Air Conditioner,1,5.5,17.3859
Mumbai,9,11.3,52.2,Iron,2,2.5,2.6182
Mumbai,3,33.3,47.3,Air Conditioner,2,11.8,34.5108
Satara,2,28.3,37.4,Air Conditioner,1,11.4,33.1078
Satara,11,26.0,63.5,Ceiling Fan,1,8.1,1.0643
Mumbai,5,21.4,67.9,Desktop Computer,3,16.8,4.6967
Mumbai,5,33.1,80.3,Refrigerator,1,23.4,6.6719
Satara,9,38.4,81.9,Room Heater,1,8.0,23.4846
Satara,4,30.4,38.3,Ceiling Fan,4,9.1,0.7431
Satara,1,21.6,48.7,Ceiling Fan,3,8.3,0.7255
Mumbai,12,29.8,71.0,Refrigerator,3,23.0,4.7818
Mumbai,2,25.0,63.4,Desktop Computer,1,6.1,2.136
Satara,11,18.2,90.1,Refrigerator,5,17.9,2.2858
Satara,4,40.8,89.8,LED TV,5,9.7,0.7638
Satara,5,30.3,57.3,Refrigerator,3,21.9,4.4639
Satara,6,21.0,56.7,Iron,4,1.1,1.0632
Satara,1,24.4,62.2,Room Heater,2,1.2,2.7963
Mumbai,1,47.1,47.6,Washing Machine,2,21.0,14.9239
Mumbai,6,36.4,20.7,Iron,4,7.2,7.044
Satara,7,24.2,86.6,Refrigerator,5,20.5,2.8083
Mumbai,7,30.9,81.9,Ceiling Fan,2,12.3,1.5601
Satara,3,28.7,38.5,Water Heater (Geyser),2,0.8,2.1915
Satara,11,27.6,59.2,Ceiling Fan,1,8.1,1.0757
Satara,1,21.3,34.4,LED TV,4,6.7,0.5036
Satara,10,25.1,76.9,Air Conditioner,5,7.6,13.3399
Satara,1,24.6,52.7,Iron,1,1.3,1.5214
Mumbai,1,26.1,71.2,Air Conditioner,2,9.7,24.7724
Mumbai,6,31.1,80.6,Room Heater,1,5.1,13.6888
Satara,12,16.7,58.7,Air Conditioner,2,3.5,7.2626
Mumbai,4,30.5,69.3,Washing Machine,1,0.9,0.6769
Mumbai,6,22.0,62.4,Washing Machine,1,8.9,6.3406
Mumbai,3,41.6,93.4,Room Heater,3,12.1,32.1298
Satara,9,26.3,74.7,Refrigerator,4,22.0,3.7434
Satara,9,46.6,90.5,Ceiling Fan,5,4.2,0.3608
Satara,5,25.9,67.2,Refrigerator,2,9.8,2.2083
Mumbai,11,34.6,92.4,Air Conditioner,3,16.4,46.7138
Mumbai,2,22.9,56.8,Air Conditioner,2,10.0,23.6775
Satara,9,27.2,92.1,Desktop Computer,5,10.0,2.2211
Mumbai,8,27.7,91.3,Air Conditioner,5,4.1,7.9023
Satara,12,36.0,89.7,Desktop Computer,5,5.5,1.3061
Satara,12,22.5,60.3,Room Heater,4,2.3,4.4634
Satara,9,40.9,34.3,Iron,1,11.9,14.6059
Mumbai,9,29.0,87.3,Desktop Computer,2,8.2,2.7613
Mumbai,12,16.8,48.3,Washing Machine,1,17.8,11.8204
Mumbai,5,33.9,69.9,Microwave Oven,4,1.5,1.9194
Mumbai,5,33.3,77.4,Ceiling Fan,1,6.5,0.972
Satara,2,22.4,41.0,Room Heater,4,4.2,7.8158
Satara,2,22.5,48.1,Desktop Computer,1,2.2,0.7339
Satara,4,33.8,42.9,Room Heater,5,4.7,9.1648
Satara,9,27.3,70.9,Refrigerator,5,21.9,3.0257
Satara,10,27.5,63.3,Room Heater,3,1.4,3.0815
Mumbai,4,11.9,41.8,Ceiling Fan,5,12.5,0.5772
Mumbai,1,37.1,34.0,Air Conditioner,4,8.1,19.4506
Mumbai,5,32.6,42.4,Washing Machine,3,5.8,3.2882
Satara,7,25.4,87.1,Water Heater (Geyser),5,2.1,4.3253
Satara,10,30.0,64.1,Air Conditioner,1,10.1,30.7371
Satara,3,26.9,30.7,LED TV,3,6.4,0.544
Mumbai,4,30.1,69.2,Water Heater (Geyser),5,0.6,1.2378
Mumbai,11,47.6,67.4,Microwave Oven,5,23.6,29.2299
Satara,3,27.5,23.6,LED TV,3,5.1,0.4236
Mumbai,2,26.1,65.5,LED TV,3,6.6,0.58
Mumbai,1,25.0,73.2,Refrigerator,1,20.4,5.0903
Mumbai,1,27.1,65.0,Iron,4,0.4,0.4115
Mumbai,4,29.1,68.3,Desktop Computer,3,2.7,0.7726
Satara,12,20.1,45.4,Water Heater (Geyser),3,1.6,3.5379
Satara,7,26.9,84.9,Washing Machine,3,1.0,0.5866
Satara,10,26.3,80.3,Air Conditioner,2,5.0,13.3428
Mumbai,2,23.9,82.5,Desktop Computer,3,5.1,1.4832
Mumbai,12,44.8,25.0,Air Conditioner,4,22.9,60.6488
Mumbai,10,32.5,75.5,Desktop Computer,2,2.2,0.7361
Satara,5,31.1,38.9,Iron,5,0.4,0.3757
Mumbai,4,14.2,30.0,Iron,1,12.3,13.4996
Satara,5,36.3,55.2,Refrigerator,3,24.0,5.2053
Mumbai,5,34.5,94.6,LED TV,2,0.8,0.0843
Satara,3,26.5,41.6,Refrigerator,2,21.3,4.6441
Mumbai,10,33.9,15.6,Desktop Computer,3,9.8,2.7302
Satara,5,33.1,63.9,Microwave Oven,4,0.7,0.8987
Mumbai,7,29.1,85.8,Air Conditioner,4,10.9,24.3364
Satara,12,25.0,57.8,Desktop Computer,2,8.4,2.6163
Satara,3,23.2,31.7,Refrigerator,2,23.6,4.7897
Satara,7,29.8,82.0,Room Heater,4,2.3,4.9465
Satara,4,29.3,47.8,Desktop Computer,1,9.9,3.506
Mumbai,10,30.9,76.6,Ceiling Fan,1,13.5,1.9615
Mumbai,5,42.7,41.4,Room Heater,5,9.2,18.9362
Mumbai,3,29.2,17.4,Room Heater,5,3.6,6.1584
Mumbai,6,32.3,69.9,Water Heater (Geyser),2,0.8,2.3834
Mumbai,9,29.1,78.7,Air Conditioner,5,9.0,17.2454
Mumbai,5,32.8,35.6,Washing Machine,4,8.3,4.0679
Mumbai,12,27.4,60.5,Washing Machine,2,1.3,0.8417
Satara,9,26.8,78.5,Ceiling Fan,2,13.3,1.5525
Satara,3,26.7,32.7,Desktop Computer,1,6.0,1.9913
Satara,4,26.8,59.9,Iron,4,12.5,13.0819
Satara,11,25.0,47.7,Washing Machine,3,1.7,0.9456
Mumbai,3,26.9,73.0,Desktop Computer,4,4.6,1.1548
Mumbai,3,29.0,77.9,Water Heater (Geyser),3,1.5,3.9389
Satara,4,26.2,35.4,Water Heater (Geyser),1,2.4,6.8042
Satara,9,24.8,84.7,LED TV,4,5.1,0.4115
Satara,2,46.9,34.1,Air Conditioner,2,11.0,38.3645
Mumbai,7,28.9,91.2,LED TV,1,7.5,0.8331
Mumbai,7,25.1,41.3,Microwave Oven,2,18.6,25.7074
Satara,10,38.5,46.6,Desktop Computer,1,8.9,3.2498
Mumbai,12,26.6,59.5,Ceiling Fan,4,12.0,0.9755
Mumbai,10,30.1,76.0,Washing Machine,1,2.0,1.5193
Mumbai,10,28.6,87.3,Room Heater,4,1.5,3.1727
Mumbai,7,31.4,47.8,Air Conditioner,5,18.7,36.2312
Satara,4,32.8,36.4,Room Heater,2,5.7,13.7726
Satara,11,22.8,52.4,LED TV,3,7.4,0.6314
Satara,8,23.8,50.3,Water Heater (Geyser),5,8.6,16.3423
Mumbai,12,25.8,67.3,Refrigerator,4,20.3,3.3223
Satara,4,29.8,36.7,Room Heater,1,2.5,6.3364
Mumbai,7,12.5,21.5,Water Heater (Geyser),4,3.5,6.242
Mumbai,5,28.6,74.7,Air Conditioner,2,3.1,8.5761
Satara,3,31.0,35.6,Refrigerator,5,22.2,3.1053
Mumbai,3,26.0,78.5,Iron,1,11.4,14.1109
Mumbai,3,28.6,60.7,Refrigerator,3,22.4,4.4212
Satara,1,24.8,35.6,Iron,2,13.4,14.4495
Satara,10,22.8,94.8,Air Conditioner,1,11.4,32.1245
Mumbai,1,26.2,66.7,Desktop Computer,4,7.8,1.952
Satara,3,25.0,38.1,LED TV,5,4.0,0.2713
Mumbai,2,31.4,60.7,Ceiling Fan,2,8.6,1.0486
Satara,12,18.3,45.5,Desktop Computer,3,5.8,1.5193
Mumbai,6,18.5,71.7,Iron,5,1.5,1.419
Satara,12,23.8,73.4,LED TV,2,17.4,1.7057
Mumbai,3,28.0,57.5,Ceiling Fan,2,15.5,1.8329
Satara,3,30.4,25.9,Washing Machine,5,1.5,0.5891
Satara,4,43.0,60.4,Washing Machine,1,12.2,9.6416
Satara,10,27.3,62.1,Water Heater (Geyser),5,2.3,4.5242
Mumbai,3,24.1,50.7,Water Heater (Geyser),4,0.7,1.4893
Mumbai,5,30.3,81.1,Iron,1,0.4,0.5088
Satara,10,19.3,44.7,Air Conditioner,2,4.7,10.1508
Satara,4,29.6,88.3,Microwave Oven,5,10.0,11.8777
Satara,12,15.3,71.5,Iron,1,12.7,14.852
Satara,2,16.0,37.0,Refrigerator,5,24.0,2.6522
Satara,5,16.2,31.8,Microwave Oven,2,20.7,27.061
Mumbai,2,36.5,66.4,Desktop Computer,2,18.9,6.4013
Mumbai,11,30.1,66.6,Water Heater (Geyser),4,1.5,3.5297
Mumbai,12,25.1,68.0,Room Heater,4,1.0,1.9976
Satara,7,18.5,60.0,Room Heater,3,13.4,26.6888
Mumbai,3,25.0,77.6,LED TV,5,3.5,0.2535
Satara,1,21.8,53.6,Microwave Oven,4,0.4,0.4778
Satara,8,24.9,76.8,Refrigerator,2,20.2,4.5616
Satara,4,23.2,56.7,Washing Machine,4,10.7,5.0986
Mumbai,6,32.5,72.5,Microwave Oven,3,0.4,0.5677
Satara,5,31.1,66.9,Room Heater,3,3.9,9.0875
Mumbai,12,32.2,26.9,Desktop Computer,1,3.4,1.1732
Satara,4,30.2,38.7,Iron,5,0.4,0.379
Mumbai,1,41.0,68.2,Ceiling Fan,1,12.8,2.1087
Mumbai,8,28.5,65.8,LED TV,4,2.9,0.2321
Mumbai,10,30.8,73.3,Ceiling Fan,1,13.2,1.8887
Satara,8,42.2,89.9,Iron,3,2.2,2.6297
Satara,11,24.7,59.3,Room Heater,4,5.7,11.3902
Satara,5,30.6,68.4,Refrigerator,5,22.1,3.1386
Satara,5,31.5,60.9,Washing Machine,2,1.4,0.908
Mumbai,2,47.9,17.0,Iron,2,20.1,23.0958
Satara,1,19.4,48.6,Washing Machine,5,22.2,8.6328
Mumbai,1,24.9,62.7,Washing Machine,2,0.5,0.3164
Mumbai,6,30.2,89.8,Iron,4,1.1,1.2105
Satara,3,22.2,43.9,Desktop Computer,5,2.4,0.4829
Mumbai,12,14.3,42.7,Refrigerator,3,8.6,1.3576
Satara,4,25.4,49.1,LED TV,5,6.7,0.4639
Satara,5,30.7,47.3,Iron,3,0.7,0.7626
Mumbai,10,29.8,76.3,Iron,1,0.5,0.6332
Mumbai,2,25.5,62.4,Air Conditioner,2,2.2,5.7068
Mumbai,11,17.2,37.2,Washing Machine,4,23.9,10.5555
Satara,2,27.2,47.2,Room Heater,3,4.3,9.3497
Mumbai,9,30.5,72.9,Iron,4,0.8,0.8429
Satara,1,43.8,58.0,Refrigerator,2,14.4,3.8989
Mumbai,2,43.7,89.7,Refrigerator,3,22.0,5.4819
Satara,2,28.6,88.6,Refrigerator,3,18.1,3.7454
Mumbai,1,25.7,62.3,Air Conditioner,4,10.8,21.5149
Mumbai,9,36.2,31.5,Washing Machine,2,8.5,5.5191
Mumbai,8,29.2,84.7,Desktop Computer,2,6.5,2.1779
Mumbai,4,29.7,78.2,Ceiling Fan,3,14.5,1.4869
Satara,3,25.5,47.6,Water Heater (Geyser),4,1.7,3.6841
Mumbai,3,31.7,79.8,Desktop Computer,2,2.6,0.8628
Mumbai,6,24.9,37.4,Refrigerator,2,5.9,1.2514
Satara,2,24.8,31.4,Room Heater,5,4.7,8.1296
Mumbai,5,10.2,71.5,Desktop Computer,1,22.5,7.2603
Satara,6,27.6,76.8,Room Heater,5,2.0,3.8502
Satara,6,40.1,48.4,Ceiling Fan,5,19.4,1.4282
Mumbai,11,34.2,71.2,Washing Machine,3,1.7,1.0209
Mumbai,7,29.6,83.2,Water Heater (Geyser),4,1.3,3.1275
Mumbai,11,30.7,63.1,Iron,3,0.5,0.5528
Mumbai,1,30.3,26.4,Room Heater,5,0.8,1.4152
Satara,3,28.5,45.2,Washing Machine,3,0.9,0.5002
Satara,3,28.4,38.6,Ceiling Fan,2,4.2,0.4806
Mumbai,6,33.2,80.1,Ceiling Fan,3,12.5,1.3663
Satara,8,21.3,81.6,Room Heater,5,5.9,10.5208
Mumbai,7,10.2,55.4,Room Heater,2,12.0,23.5796
Satara,4,29.9,45.0,Ceiling Fan,4,13.1,1.0761
Mumbai,7,30.1,91.9,Air Conditioner,5,3.3,6.5196
Satara,10,24.8,54.3,LED TV,3,7.5,0.6523
Mumbai,10,31.3,79.2,Iron,5,1.5,1.5012
Satara,3,32.9,84.2,Desktop Computer,3,14.3,4.4361
Mumbai,9,28.0,91.1,Air Conditioner,5,2.3,4.3703
Satara,7,14.7,94.6,Refrigerator,1,11.0,2.4727
Satara,12,22.6,53.2,Iron,5,1.0,0.9211
Mumbai,11,27.4,71.0,Air Conditioner,4,5.3,11.1611
Mumbai,10,32.0,77.4,Ceiling Fan,2,14.4,1.8376
Satara,12,30.1,31.0,Iron,1,22.6,26.6444
Mumbai,11,28.2,58.5,Room Heater,4,4.7,9.6178
Satara,8,22.5,87.4,Refrigerator,5,21.2,2.8432
Satara,12,19.0,60.2,Water Heater (Geyser),5,2.2,4.0674
Mumbai,11,32.1,86.7,Air Conditioner,2,13.6,41.1633
Satara,7,26.2,83.4,Air Conditioner,4,7.2,14.9385
Mumbai,2,17.2,51.9,Desktop Computer,4,7.2,1.666
Mumbai,10,27.3,70.2,Air Conditioner,4,5.3,11.2861
Mumbai,10,31.5,76.2,Room Heater,5,2.6,5.1502
Mumbai,7,30.0,90.2,Iron,2,0.6,0.7291
Satara,5,32.9,44.0,Refrigerator,2,20.3,4.8294
Mumbai,1,27.3,51.8,LED TV,3,8.0,0.6945
Satara,3,24.8,23.2,Room Heater,4,5.0,9.3281
Mumbai,8,29.5,82.6,Ceiling Fan,1,10.1,1.4446
Satara,5,39.2,43.9,Room Heater,1,23.9,66.8778
Satara,4,29.1,56.4,Air Conditioner,1,7.7,23.5443
Satara,10,37.7,17.7,Ceiling Fan,4,22.7,1.9483
Mumbai,3,38.9,16.3,Washing Machine,2,13.6,8.7168
Satara,5,35.5,52.7,Room Heater,2,2.8,7.0567
Satara,11,24.0,45.5,Microwave Oven,1,0.3,0.4462
Satara,3,28.9,50.7,Air Conditioner,2,6.8,18.3613
Satara,8,24.9,82.8,Room Heater,5,5.9,11.194
Mumbai,1,18.1,36.7,Iron,1,6.3,7.1701
Mumbai,11,27.2,65.8,Refrigerator,2,22.0,5.0002
Mumbai,3,28.1,62.9,LED TV,1,4.1,0.4411
Satara,8,24.8,86.9,Air Conditioner,2,6.8,17.986
Mumbai,7,29.6,83.3,Washing Machine,4,1.4,0.7097
Satara,8,31.5,40.5,Room Heater,4,21.2,43.8589
Mumbai,3,27.9,58.6,Washing Machine,2,0.8,0.5269
Satara,11,22.4,48.0,Ceiling Fan,4,8.0,0.5758
Satara,11,23.9,38.6,Iron,4,1.3,1.2698
Satara,12,21.0,62.2,Room Heater,5,5.8,10.158
Satara,4,28.5,44.3,Room Heater,4,4.9,9.6791
Satara,10,27.2,42.9,Ceiling Fan,3,11.0,1.0391
Satara,6,25.6,72.2,Desktop Computer,5,8.8,1.9088
Mumbai,2,29.0,59.4,Desktop Computer,4,5.1,1.2642
Mumbai,10,29.7,77.7,Washing Machine,3,0.8,0.4807
Mumbai,9,18.0,58.2,LED TV,5,11.3,0.7712
Mumbai,5,34.0,76.0,Washing Machine,4,1.5,0.7754
Mumbai,6,32.0,81.4,LED TV,1,7.1,0.7903
Mumbai,4,32.6,64.0,Iron,4,0.6,0.6299
Satara,6,26.4,85.8,Room Heater,1,4.6,12.1739
Mumbai,5,33.5,60.8,Iron,3,1.2,1.3377
Mumbai,3,27.4,73.5,Desktop Computer,4,8.3,2.0916
Satara,10,26.1,69.4,Microwave Oven,4,1.0,1.2483
Mumbai,11,30.4,62.8,Microwave Oven,2,1.2,1.7833
Mumbai,9,29.5,73.9,Air Conditioner,4,7.4,16.0684
Mumbai,5,18.3,35.6,Washing Machine,2,13.8,7.9929
Satara,11,25.9,38.9,Water Heater (Geyser),1,2.1,5.9707
Mumbai,1,22.5,75.5,Room Heater,1,12.7,31.815
Satara,6,41.0,41.6,Desktop Computer,5,17.5,3.9598
Satara,10,24.4,58.2,Water Heater (Geyser),2,0.5,1.3206
Mumbai,2,28.8,21.9,Iron,3,13.6,13.8022
Satara,9,20.6,26.0,Desktop Computer,3,1.1,0.2864
Mumbai,11,31.0,66.4,Desktop Computer,2,6.4,2.0862
Mumbai,1,11.1,39.6,Washing Machine,2,17.1,9.7143
Mumbai,4,28.9,64.3,Desktop Computer,4,9.8,2.5233
Satara,12,26.1,38.0,LED TV,5,6.4,0.4372
Mumbai,2,13.7,29.3,LED TV,1,19.2,1.8357
Satara,11,20.9,54.3,Washing Machine,1,1.0,0.6864
Satara,7,38.0,76.3,Room Heater,1,20.0,58.3454
Satara,9,27.0,76.7,Ceiling Fan,5,7.9,0.5159
Satara,5,36.0,31.9,Washing Machine,4,1.9,0.9453
Mumbai,8,28.7,89.2,Ceiling Fan,2,10.4,1.2636
Satara,2,20.9,33.0,Room Heater,2,4.6,9.7529
Satara,1,43.7,25.4,Air Conditioner,3,1.7,5.0949
Mumbai,7,38.8,62.6,Air Conditioner,2,14.8,48.8054
Satara,12,26.1,67.0,Desktop Computer,3,5.9,1.6935
Mumbai,6,29.6,79.0,Iron,3,0.9,0.9973
Satara,5,20.9,68.9,Ceiling Fan,1,1.7,0.2037
Mumbai,5,27.9,60.9,Room Heater,2,1.2,2.8461
Mumbai,3,32.0,52.3,Desktop Computer,3,7.0,1.9908
Mumbai,8,28.1,85.7,Air Conditioner,5,2.4,4.5451
Mumbai,3,26.5,72.6,Ceiling Fan,4,14.5,1.1826
Satara,8,24.3,78.7,Water Heater (Geyser),1,2.1,6.2554
Satara,2,16.2,31.3,Microwave Oven,1,1.4,1.9569
Satara,4,32.2,42.0,Water Heater (Geyser),5,1.8,3.6543
Satara,3,27.3,43.4,Washing Machine,5,1.2,0.4718
Mumbai,6,29.4,78.9,Microwave Oven,3,0.8,1.0998
Mumbai,2,27.7,68.3,Washing Machine,5,0.6,0.2464
Satara,11,23.7,40.1,Microwave Oven,1,1.2,1.7704
Satara,5,29.3,47.7,Microwave Oven,3,0.8,1.061
Mumbai,1,21.4,66.7,Microwave Oven,5,23.4,25.9188
Satara,2,23.2,53.2,Iron,4,15.6,15.5162
Satara,9,30.0,45.3,Desktop Computer,5,15.3,3.2366
Mumbai,1,11.3,39.3,Room Heater,3,15.8,28.9273
Mumbai,8,26.6,90.1,Ceiling Fan,2,11.7,1.4083
Satara,3,28.0,39.5,Room Heater,5,4.6,8.3296
Satara,9,24.8,86.9,Desktop Computer,5,2.6,0.5807
Mumbai,10,40.9,33.6,Ceiling Fan,1,8.9,1.3728
Satara,2,23.0,41.5,Ceiling Fan,1,8.3,0.9754
Mumbai,9,28.0,87.5,Refrigerator,5,23.9,3.4449
Satara,4,35.3,51.5,Refrigerator,4,10.0,1.8374
Satara,9,26.2,95.1,Desktop Computer,2,2.7,0.8869
Satara,11,16.3,73.5,Iron,3,15.8,16.8934
Mumbai,8,29.8,85.1,Microwave Oven,4,0.9,1.1764
Satara,11,22.9,60.0,LED TV,3,3.5,0.3026
Satara,7,22.3,88.1,LED TV,2,5.1,0.5094
Mumbai,2,25.3,60.8,Water Heater (Geyser),2,1.3,3.4893
Satara,2,36.8,44.5,LED TV,3,19.3,1.7301
Satara,1,23.7,48.6,LED TV,2,2.3,0.2144
Satara,12,24.0,47.7,Room Heater,4,4.0,7.7019
Satara,10,30.0,68.1,Desktop Computer,3,6.8,1.9894
Satara,8,32.7,61.2,Washing Machine,5,21.0,8.6428
Satara,5,39.2,44.6,Room Heater,3,21.9,52.3529
Mumbai,7,23.7,20.1,Air Conditioner,4,23.5,41.4659
Mumbai,11,31.6,68.2,Refrigerator,5,22.6,3.3566
Satara,1,20.3,59.0,Microwave Oven,1,0.5,0.7598
Satara,10,26.0,70.9,Washing Machine,5,2.0,0.8199
Mumbai,4,27.7,70.2,LED TV,2,7.5,0.7434
Mumbai,7,29.5,86.9,Ceiling Fan,4,11.8,1.0091
Satara,5,14.8,28.6,Ceiling Fan,3,21.1,1.5591
Mumbai,1,18.4,56.5,Iron,3,14.8,15.5221
Mumbai,8,29.3,91.3,Iron,5,1.1,1.1145
Satara,12,24.3,48.9,Air Conditioner,2,7.3,17.0846
Mumbai,7,28.0,90.1,Air Conditioner,3,9.9,24.7303
Satara,12,13.2,22.7,Washing Machine,2,2.5,1.3897
Mumbai,10,26.7,92.1,LED TV,3,15.2,1.3918
Mumbai,10,31.0,81.4,Ceiling Fan,5,14.5,0.988
Satara,9,29.4,85.4,Ceiling Fan,1,5.1,0.728
Satara,3,44.3,41.4,Refrigerator,2,23.7,6.2989
Satara,2,22.8,42.4,Water Heater (Geyser),4,1.5,3.1555
Mumbai,8,28.8,82.8,Room Heater,4,1.3,2.8122
Mumbai,6,30.4,77.2,Iron,5,1.3,1.2923
Mumbai,3,32.7,36.2,Microwave Oven,5,12.9,14.4905
Mumbai,10,27.4,70.5,Washing Machine,4,0.9,0.4483
Mumbai,3,32.2,62.8,Microwave Oven,1,1.1,1.7569
Satara,11,37.7,49.9,Water Heater (Geyser),1,12.6,40.7288
Mumbai,11,25.5,69.2,Microwave Oven,1,0.6,0.9412
Mumbai,11,31.2,24.2,Ceiling Fan,3,1.1,0.109
Mumbai,4,25.8,39.4,LED TV,5,22.3,1.499
Mumbai,1,25.9,63.7,Water Heater (Geyser),1,1.0,2.949
Mumbai,12,24.2,54.1,Air Conditioner,3,3.1,6.7591
Mumbai,4,30.7,73.2,Microwave Oven,4,0.4,0.52
Satara,9,27.3,84.5,Refrigerator,1,21.4,5.7516
Mumbai,10,31.1,80.8,Water Heater (Geyser),4,2.5,6.1372
Mumbai,11,27.1,67.2,Washing Machine,2,0.8,0.5263
Satara,6,26.1,71.1,LED TV,4,4.4,0.3567
Mumbai,12,26.8,73.6,Air Conditioner,5,3.9,7.0542
Satara,11,23.1,55.1,Microwave Oven,2,1.0,1.3893
Satara,4,33.0,43.1,Refrigerator,3,21.3,4.3251
Satara,8,26.8,47.6,Room Heater,1,4.3,10.6478
Satara,11,23.7,38.9,Room Heater,3,3.9,8.1886
Mumbai,6,31.3,91.7,Iron,4,0.6,0.6532
Mumbai,11,27.2,63.4,Ceiling Fan,4,10.9,0.8865
Satara,10,25.0,69.0,Room Heater,5,2.5,4.5138
Satara,5,35.4,52.9,Ceiling Fan,5,12.1,0.8411
Satara,9,35.7,67.3,Refrigerator,2,21.1,5.3194
Satara,3,26.9,41.4,Desktop Computer,2,7.8,2.4169
Mumbai,5,32.2,83.7,Desktop Computer,5,9.2,2.1656
Satara,6,26.4,85.1,Microwave Oven,5,0.6,0.6864
Satara,6,27.6,33.5,LED TV,2,8.3,0.771
Satara,2,46.4,17.2,Room Heater,1,0.5,1.3939
Satara,10,27.7,57.3,LED TV,4,6.4,0.5104
Satara,8,15.7,73.1,Water Heater (Geyser),4,15.9,32.1283
Satara,11,25.7,57.7,Water Heater (Geyser),5,1.9,3.6815
Satara,7,26.3,82.2,LED TV,1,4.3,0.4678
Mumbai,5,11.5,54.1,Iron,5,11.1,9.9269
Satara,7,24.0,75.7,Air Conditioner,1,6.6,18.5781
Satara,6,31.1,41.9,Room Heater,3,8.0,17.7226
Satara,9,28.7,78.8,Air Conditioner,5,3.8,7.2274
Satara,4,28.7,37.1,Room Heater,3,2.3,4.9929
Mumbai,10,33.1,86.1,Room Heater,2,5.9,15.3734
Satara,12,20.8,45.8,Ceiling Fan,4,10.7,0.7605
Mumbai,10,30.2,66.4,Air Conditioner,1,8.4,26.3493
Satara,7,25.5,79.9,Microwave Oven,5,1.2,1.3884
Mumbai,12,38.9,76.0,Iron,3,23.9,27.6261
